2025-12-17 16:38:33,488 - INFO - 尝试连接服务器: 121.36.81.195:7709
2025-12-17 16:38:33,703 - INFO - 成功连接服务器: 121.36.81.195:7709
2025-12-17 16:44:15,391 - INFO - 成功获取300016的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:15,462 - INFO - 成功获取300457的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:15,538 - INFO - 成功获取300753的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:15,612 - INFO - 成功获取300941的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:15,690 - INFO - 成功获取300269的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:15,764 - INFO - 成功获取300767的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:15,843 - INFO - 成功获取300903的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:15,944 - INFO - 成功获取301176的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:16,434 - INFO - 成功获取301357的K线数据，耗时: 0.26秒, 记录数: 254
2025-12-17 16:44:16,760 - INFO - 成功获取300291的K线数据，耗时: 0.29秒, 记录数: 264
2025-12-17 16:44:17,058 - INFO - 成功获取300483的K线数据，耗时: 0.28秒, 记录数: 264
2025-12-17 16:44:17,363 - INFO - 成功获取301182的K线数据，耗时: 0.09秒, 记录数: 264
2025-12-17 16:44:17,448 - INFO - 成功获取301292的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:17,544 - INFO - 成功获取300340的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:44:17,629 - INFO - 成功获取300410的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:17,710 - INFO - 成功获取300429的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:17,795 - INFO - 成功获取300480的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:17,878 - INFO - 成功获取300485的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:17,962 - INFO - 成功获取300589的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:18,062 - INFO - 成功获取301038的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:44:18,140 - INFO - 成功获取300072的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:18,223 - INFO - 成功获取300515的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:18,303 - INFO - 成功获取300531的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:18,382 - INFO - 成功获取300591的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:18,458 - INFO - 成功获取300801的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:18,536 - INFO - 成功获取301176的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:18,611 - INFO - 成功获取301213的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:18,688 - INFO - 成功获取301421的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:18,772 - INFO - 成功获取300399的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:18,845 - INFO - 成功获取300533的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:18,928 - INFO - 成功获取300695的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:19,008 - INFO - 成功获取300698的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:19,088 - INFO - 成功获取300969的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:19,175 - INFO - 成功获取301349的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:19,266 - INFO - 成功获取301398的K线数据，耗时: 0.08秒, 记录数: 264
2025-12-17 16:44:19,344 - INFO - 成功获取300046的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:44:19,423 - INFO - 成功获取300169的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:19,499 - INFO - 成功获取300368的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:19,573 - INFO - 成功获取300591的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:19,654 - INFO - 成功获取300600的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:19,725 - INFO - 成功获取300649的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:19,803 - INFO - 成功获取300803的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:19,893 - INFO - 成功获取300960的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:19,977 - INFO - 成功获取301312的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:20,053 - INFO - 成功获取301357的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:44:20,126 - INFO - 成功获取300414的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:20,208 - INFO - 成功获取300635的K线数据，耗时: 0.07秒, 记录数: 261
2025-12-17 16:44:20,285 - INFO - 成功获取300730的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:20,364 - INFO - 成功获取300810的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:20,442 - INFO - 成功获取301022的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:20,516 - INFO - 成功获取301319的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:20,597 - INFO - 成功获取301565的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:20,673 - INFO - 成功获取300536的K线数据，耗时: 0.06秒, 记录数: 262
2025-12-17 16:44:20,748 - INFO - 成功获取300650的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:20,830 - INFO - 成功获取300697的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:20,904 - INFO - 成功获取300965的K线数据，耗时: 0.06秒, 记录数: 262
2025-12-17 16:44:20,978 - INFO - 成功获取300991的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:21,051 - INFO - 成功获取300993的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:21,127 - INFO - 成功获取301024的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:21,201 - INFO - 成功获取301408的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:21,279 - INFO - 成功获取300269的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:21,353 - INFO - 成功获取300293的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:21,434 - INFO - 成功获取300581的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:21,510 - INFO - 成功获取300600的K线数据，耗时: 0.06秒, 记录数: 262
2025-12-17 16:44:21,590 - INFO - 成功获取300649的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:21,672 - INFO - 成功获取300882的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:21,752 - INFO - 成功获取300971的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:21,836 - INFO - 成功获取301125的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:21,927 - INFO - 成功获取301129的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:44:22,009 - INFO - 成功获取300030的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:22,091 - INFO - 成功获取300196的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:22,174 - INFO - 成功获取300324的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:22,252 - INFO - 成功获取300452的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:22,333 - INFO - 成功获取300527的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:22,409 - INFO - 成功获取300554的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:22,489 - INFO - 成功获取300665的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:22,572 - INFO - 成功获取301373的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:22,647 - INFO - 成功获取300094的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:22,726 - INFO - 成功获取300160的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:22,808 - INFO - 成功获取300670的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:22,888 - INFO - 成功获取300821的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:23,026 - INFO - 成功获取300961的K线数据，耗时: 0.12秒, 记录数: 264
2025-12-17 16:44:23,302 - INFO - 成功获取301388的K线数据，耗时: 0.25秒, 记录数: 264
2025-12-17 16:44:23,390 - INFO - 成功获取300436的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:23,481 - INFO - 成功获取301150的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:23,572 - INFO - 成功获取301176的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:23,651 - INFO - 成功获取301306的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:23,735 - INFO - 成功获取301533的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:23,814 - INFO - 成功获取300649的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:23,897 - INFO - 成功获取300921的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:23,987 - INFO - 成功获取301024的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:24,073 - INFO - 成功获取301389的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:24,155 - INFO - 成功获取300246的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:24,233 - INFO - 成功获取300847的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:24,311 - INFO - 成功获取300897的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:44:24,388 - INFO - 成功获取300915的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:24,464 - INFO - 成功获取300982的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:24,547 - INFO - 成功获取301193的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:24,624 - INFO - 成功获取301208的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:24,702 - INFO - 成功获取301234的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:24,777 - INFO - 成功获取301388的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:24,849 - INFO - 成功获取301501的K线数据，耗时: 0.06秒, 记录数: 95
2025-12-17 16:44:24,928 - INFO - 成功获取300930的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:25,023 - INFO - 成功获取301123的K线数据，耗时: 0.08秒, 记录数: 264
2025-12-17 16:44:25,112 - INFO - 成功获取301176的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:25,189 - INFO - 成功获取301526的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:25,259 - INFO - 成功获取301658的K线数据，耗时: 0.06秒, 记录数: 86
2025-12-17 16:44:25,342 - INFO - 成功获取300371的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:25,421 - INFO - 成功获取300778的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:25,497 - INFO - 成功获取300860的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:25,573 - INFO - 成功获取301120的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:25,662 - INFO - 成功获取301217的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:25,744 - INFO - 成功获取301378的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:25,822 - INFO - 成功获取300996的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:25,902 - INFO - 成功获取300066的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:25,988 - INFO - 成功获取300226的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:26,076 - INFO - 成功获取300551的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:26,162 - INFO - 成功获取300600的K线数据，耗时: 0.07秒, 记录数: 262
2025-12-17 16:44:26,247 - INFO - 成功获取300631的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:26,326 - INFO - 成功获取300006的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:26,404 - INFO - 成功获取300195的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:26,506 - INFO - 成功获取300950的K线数据，耗时: 0.09秒, 记录数: 253
2025-12-17 16:44:26,586 - INFO - 成功获取301388的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:26,667 - INFO - 成功获取300378的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:26,745 - INFO - 成功获取300502的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:26,824 - INFO - 成功获取300839的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:44:26,906 - INFO - 成功获取300819的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:26,983 - INFO - 成功获取300950的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:44:27,071 - INFO - 成功获取301012的K线数据，耗时: 0.07秒, 记录数: 262
2025-12-17 16:44:27,179 - INFO - 成功获取300644的K线数据，耗时: 0.09秒, 记录数: 264
2025-12-17 16:44:27,271 - INFO - 成功获取300830的K线数据，耗时: 0.08秒, 记录数: 264
2025-12-17 16:44:27,346 - INFO - 成功获取300878的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:27,422 - INFO - 成功获取301132的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:27,570 - INFO - 成功获取300283的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:27,646 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:44:27,722 - INFO - 成功获取300631的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:27,796 - INFO - 成功获取300564的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:27,877 - INFO - 成功获取300588的K线数据，耗时: 0.07秒, 记录数: 258
2025-12-17 16:44:27,962 - INFO - 成功获取300617的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:28,041 - INFO - 成功获取300683的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:28,123 - INFO - 成功获取300718的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:28,202 - INFO - 成功获取300722的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:28,277 - INFO - 成功获取300723的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:28,355 - INFO - 成功获取300808的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:28,428 - INFO - 成功获取300865的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:28,505 - INFO - 成功获取301038的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:28,583 - INFO - 成功获取301151的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:28,667 - INFO - 成功获取301161的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:28,746 - INFO - 成功获取300021的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:28,825 - INFO - 成功获取300095的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:28,906 - INFO - 成功获取300215的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:28,988 - INFO - 成功获取300411的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:29,068 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:44:29,147 - INFO - 成功获取300158的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:29,225 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:44:29,312 - INFO - 成功获取300877的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:29,391 - INFO - 成功获取300955的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:29,469 - INFO - 成功获取300086的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:29,546 - INFO - 成功获取300122的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:29,626 - INFO - 成功获取300189的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:29,709 - INFO - 成功获取300528的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:29,788 - INFO - 成功获取300539的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:29,868 - INFO - 成功获取300588的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:44:29,946 - INFO - 成功获取301217的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:30,030 - INFO - 成功获取300588的K线数据，耗时: 0.07秒, 记录数: 258
2025-12-17 16:44:30,112 - INFO - 成功获取300706的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:30,192 - INFO - 成功获取300781的K线数据，耗时: 0.07秒, 记录数: 259
2025-12-17 16:44:30,268 - INFO - 成功获取300869的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:30,346 - INFO - 成功获取301067的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:30,428 - INFO - 成功获取300528的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:30,506 - INFO - 成功获取300322的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:30,603 - INFO - 成功获取301200的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:44:30,683 - INFO - 成功获取301217的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:30,771 - INFO - 成功获取301372的K线数据，耗时: 0.08秒, 记录数: 264
2025-12-17 16:44:30,850 - INFO - 成功获取300885的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:30,924 - INFO - 成功获取300149的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,001 - INFO - 成功获取301038的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,078 - INFO - 成功获取301235的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,155 - INFO - 成功获取300965的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:31,234 - INFO - 成功获取300732的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,311 - INFO - 成功获取300877的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,389 - INFO - 成功获取300289的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,471 - INFO - 成功获取301489的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:31,546 - INFO - 成功获取300966的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,623 - INFO - 成功获取300579的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,701 - INFO - 成功获取301171的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,777 - INFO - 成功获取300009的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:31,857 - INFO - 成功获取300733的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:31,933 - INFO - 成功获取300329的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:44:32,008 - INFO - 成功获取300486的K线数据，耗时: 0.06秒, 记录数: 258
2025-12-17 16:44:32,085 - INFO - 成功获取300500的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:32,164 - INFO - 成功获取300724的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:32,247 - INFO - 成功获取300858的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:32,331 - INFO - 成功获取300878的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:32,408 - INFO - 成功获取300199的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:32,501 - INFO - 成功获取300584的K线数据，耗时: 0.08秒, 记录数: 263
2025-12-17 16:44:32,580 - INFO - 成功获取300696的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:32,658 - INFO - 成功获取300830的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:32,759 - INFO - 成功获取300965的K线数据，耗时: 0.08秒, 记录数: 262
2025-12-17 16:44:32,846 - INFO - 成功获取301357的K线数据，耗时: 0.07秒, 记录数: 253
2025-12-17 16:44:32,939 - INFO - 成功获取301389的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:33,016 - INFO - 成功获取300069的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:44:33,093 - INFO - 成功获取300689的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:33,174 - INFO - 成功获取300916的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:33,258 - INFO - 成功获取300943的K线数据，耗时: 0.07秒, 记录数: 254
2025-12-17 16:44:33,337 - INFO - 成功获取300960的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:33,419 - INFO - 成功获取301076的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:33,497 - INFO - 成功获取300166的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:33,576 - INFO - 成功获取300572的K线数据，耗时: 0.06秒, 记录数: 259
2025-12-17 16:44:33,663 - INFO - 成功获取300600的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:33,742 - INFO - 成功获取300731的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:33,825 - INFO - 成功获取300875的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:33,901 - INFO - 成功获取300885的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:33,984 - INFO - 成功获取300906的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:34,063 - INFO - 成功获取301069的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:34,145 - INFO - 成功获取301117的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:34,237 - INFO - 成功获取301357的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:44:34,307 - INFO - 成功获取301616的K线数据，耗时: 0.06秒, 记录数: 111
2025-12-17 16:44:34,383 - INFO - 成功获取300224的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:34,458 - INFO - 成功获取300289的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:34,541 - INFO - 成功获取300322的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:34,620 - INFO - 成功获取300671的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:34,728 - INFO - 成功获取300706的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:34,806 - INFO - 成功获取300981的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:34,883 - INFO - 成功获取301129的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:34,961 - INFO - 成功获取300780的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:35,041 - INFO - 成功获取300859的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:35,118 - INFO - 成功获取301038的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:35,202 - INFO - 成功获取301048的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:35,283 - INFO - 成功获取301112的K线数据，耗时: 0.07秒, 记录数: 253
2025-12-17 16:44:35,359 - INFO - 成功获取301232的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:35,437 - INFO - 成功获取300158的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:35,513 - INFO - 成功获取300304的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:35,589 - INFO - 成功获取300690的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:35,668 - INFO - 成功获取300752的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:35,746 - INFO - 成功获取300870的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:35,827 - INFO - 成功获取300993的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:35,907 - INFO - 成功获取301005的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:35,987 - INFO - 成功获取301022的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:36,071 - INFO - 成功获取301251的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:36,153 - INFO - 成功获取301502的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:36,235 - INFO - 成功获取300620的K线数据，耗时: 0.07秒, 记录数: 254
2025-12-17 16:44:36,315 - INFO - 成功获取300815的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:36,393 - INFO - 成功获取300637的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:36,471 - INFO - 成功获取301486的K线数据，耗时: 0.06秒, 记录数: 254
2025-12-17 16:44:36,556 - INFO - 成功获取300237的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:36,646 - INFO - 成功获取300290的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:36,730 - INFO - 成功获取300757的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:36,811 - INFO - 成功获取300395的K线数据，耗时: 0.06秒, 记录数: 264
2025-12-17 16:44:36,897 - INFO - 成功获取301217的K线数据，耗时: 0.07秒, 记录数: 264
2025-12-17 16:44:36,997 - INFO - 成功获取300814的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:37,078 - INFO - 成功获取300730的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:37,157 - INFO - 成功获取301526的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:37,239 - INFO - 成功获取300547的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:37,318 - INFO - 成功获取300803的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:37,399 - INFO - 成功获取300539的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:37,476 - INFO - 成功获取300810的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:37,558 - INFO - 成功获取300049的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:37,636 - INFO - 成功获取300426的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:37,714 - INFO - 成功获取300133的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:37,792 - INFO - 成功获取300499的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:37,874 - INFO - 成功获取301123的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:37,954 - INFO - 成功获取300995的K线数据，耗时: 0.07秒, 记录数: 263
2025-12-17 16:44:38,030 - INFO - 成功获取301128的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:38,108 - INFO - 成功获取301226的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:38,184 - INFO - 成功获取300153的K线数据，耗时: 0.06秒, 记录数: 263
2025-12-17 16:44:38,261 - INFO - 成功获取301165的K线数据，耗时: 0.06秒, 记录数: 263
